medal_date,medal_type,medal_code,name,gender,country_long,nationality_long,discipline,event,birth_date,code_athlete,is_medallist
2024-08-07,Silver Medal,2.0,SCHAAR Tom,Male,United States of America,United States of America,Skateboarding,Men's Park,1999-09-14,1944247,true
2024-08-07,Bronze Medal,3.0,AKIO Augusto,Male,Brazil,Brazil,Skateboarding,Men's Park,2000-12-12,1955669,true
2024-08-07,Gold Medal,1.0,MIROSLAW Aleksandra,Female,Poland,Poland,Sport Climbing,Women's Speed,1994-02-02,1563327,true
2024-08-07,Silver Medal,2.0,DENG Lijuan,Female,People's Republic of China,People's Republic of China,Sport Climbing,Women's Speed,2000-05-12,1913702,true
2024-08-07,Bronze Medal,3.0,KALUCKA Aleksandra,Female,Poland,Poland,Sport Climbing,Women's Speed,2001-12-25,1563321,true
2024-08-07,Gold Medal,1.0,PARK Taejoon,Male,Republic of Korea,Republic of Korea,Taekwondo,Men -58kg,2004-06-06,1904040,true
2024-08-07,Silver Medal,2.0,MAGOMEDOV Gashim,Male,Azerbaijan,Azerbaijan,Taekwondo,Men -58kg,1999-09-22,1946883,true
2024-08-07,Bronze Medal,3.0,RAVET Cyrian,Male,France,France,Taekwondo,Men -58kg,2002-09-05,1893274,true
2024-08-07,Bronze Medal,3.0,JENDOUBI Mohamed Khalil,Male,Tunisia,Tunisia,Taekwondo,Men -58kg,2002-06-01,1947736,true
2024-08-07,Gold Medal,1.0,WONGPATTANAKIT Panipak,Female,Thailand,Thailand,Taekwondo,Women -49kg,1997-08-08,1902841,true
2024-08-07,Silver Medal,2.0,GUO Qing,Female,People's Republic of China,People's Republic of China,Taekwondo,Women -49kg,2000-05-16,1910372,true
2024-08-07,Bronze Medal,3.0,NEMATZADEH Mobina,Female,Islamic Republic of Iran,Islamic Republic of Iran,Taekwondo,Women -49kg,2005-05-17,1536064,true
2024-08-07,Bronze Medal,3.0,STOJKOVIC Lena,Female,Croatia,Croatia,Taekwondo,Women -49kg,2002-01-03,1569986,true
2024-08-07,Gold Medal,1.0,LI Fabin,Male,People's Republic of China,People's Republic of China,Weightlifting,Men's 61kg,1993-01-15,1918372,true
2024-08-07,Silver Medal,2.0,SILACHAI Theerapong,Male,Thailand,Thailand,Weightlifting,Men's 61kg,2003-11-19,1898059,true
2024-08-07,Bronze Medal,3.0,MORRIS Hampton,Male,United States of America,United States of America,Weightlifting,Men's 61kg,2004-02-17,1917153,true
2024-08-07,Gold Medal,1.0,HOU Zhihui,Female,People's Republic of China,People's Republic of China,Weightlifting,Women's 49kg,1997-03-18,1918377,true
2024-08-07,Silver Medal,2.0,CAMBEI Mihaela Valentina,Female,Romania,Romania,Weightlifting,Women's 49kg,2002-11-18,1550148,true
2024-08-07,Bronze Medal,3.0,KHAMBAO Surodchana,Female,Thailand,Thailand,Weightlifting,Women's 49kg,1999-12-23,1898024,true
2024-08-07,Gold Medal,1.0,KUSAKA Nao,Male,Japan,Japan,Wrestling,Men's Greco-Roman 77kg,2000-11-28,1939692,true
2024-08-07,Silver Medal,2.0,ZHADRAYEV Demeu,Male,Kazakhstan,Kazakhstan,Wrestling,Men's Greco-Roman 77kg,1989-11-02,1958652,true
2024-08-07,Bronze Medal,3.0,AMOYAN Malkhas,Male,Armenia,Armenia,Wrestling,Men's Greco-Roman 77kg,1999-01-22,1532873,true
2024-08-07,Bronze Medal,3.0,MAKHMUDOV Akzhol,Male,Kyrgyzstan,Kyrgyzstan,Wrestling,Men's Greco-Roman 77kg,1999-04-15,1566627,true
2024-08-07,Gold Medal,1.0,SARAVI Mohammadhadi,Male,Islamic Republic of Iran,Islamic Republic of Iran,Wrestling,Men's Greco-Roman 97kg,1998-01-06,1544897,true
2024-08-07,Silver Medal,2.0,ALEKSANYAN Artur,Male,Armenia,Armenia,Wrestling,Men's Greco-Roman 97kg,1991-10-21,1532872,true
2024-08-07,Bronze Medal,3.0,ROSILLO KINDELAN Gabriel Alejandro,Male,Cuba,Cuba,Wrestling,Men's Greco-Roman 97kg,1999-01-04,1571504,true
2024-08-07,Bronze Medal,3.0,DZHUZUPBEKOV Uzur,Male,Kyrgyzstan,Kyrgyzstan,Wrestling,Men's Greco-Roman 97kg,1996-04-12,1566601,true
2024-08-07,Gold Medal,1.0,HILDEBRANDT Sarah Ann,Female,United States of America,United States of America,Wrestling,Women's Freestyle 50kg,1993-09-23,1955373,true
2024-08-07,Silver Medal,2.0,GUZMAN LOPEZ Yusneylis,Female,Cuba,Cuba,Wrestling,Women's Freestyle 50kg,1996-08-08,1571747,true
2024-08-07,Bronze Medal,3.0,SUSAKI Yui,Female,Japan,Japan,Wrestling,Women's Freestyle 50kg,1999-06-30,1939712,true
2024-08-07,Bronze Medal,3.0,FENG Ziqi,Female,People's Republic of China,People's Republic of China,Wrestling,Women's Freestyle 50kg,1999-06-29,1920000,true
2024-08-08,Gold Medal,1.0,HOLLOWAY Grant,Male,United States of America,United States of America,Athletics,Men's 110m Hurdles,1997-11-19,1960961,true
2024-08-08,Silver Medal,2.0,ROBERTS Daniel,Male,United States of America,United States of America,Athletics,Men's 110m Hurdles,1997-11-13,1965223,true
2024-08-08,Bronze Medal,3.0,BROADBELL Rasheed,Male,Jamaica,Jamaica,Athletics,Men's 110m Hurdles,2000-08-13,1901251,true
2024-08-08,Gold Medal,1.0,TEBOGO Letsile,Male,Botswana,Botswana,Athletics,Men's 200m,2003-06-07,1936983,true
2024-08-08,Silver Medal,2.0,BEDNAREK Kenneth,Male,United States of America,United States of America,Athletics,Men's 200m,1998-10-14,1960659,true
2024-08-08,Bronze Medal,3.0,LYLES Noah,Male,United States of America,United States of America,Athletics,Men's 200m,1997-07-18,1960173,true
2024-08-08,Gold Medal,1.0,NADEEM Arshad,Male,Pakistan,Pakistan,Athletics,Men's Javelin Throw,1997-01-02,1878563,true
2024-08-08,Silver Medal,2.0,CHOPRA Neeraj,Male,India,India,Athletics,Men's Javelin Throw,1997-12-24,1550250,true
2024-08-08,Bronze Medal,3.0,PETERS Anderson,Male,Grenada,Grenada,Athletics,Men's Javelin Throw,1997-10-21,1573418,true
2024-08-08,Gold Medal,1.0,McLAUGHLIN-LEVRONE Sydney,Female,United States of America,United States of America,Athletics,Women's 400m Hurdles,1999-08-07,1965308,true
2024-08-08,Silver Medal,2.0,COCKRELL Anna,Female,United States of America,United States of America,Athletics,Women's 400m Hurdles,1997-08-28,1960581,true
2024-08-08,Bronze Medal,3.0,BOL Femke,Female,Netherlands,Netherlands,Athletics,Women's 400m Hurdles,2000-02-23,1972078,true
2024-08-08,Gold Medal,1.0,DAVIS-WOODHALL Tara,Female,United States of America,United States of America,Athletics,Women's Long Jump,1999-05-20,1960711,true
2024-08-08,Silver Medal,2.0,MIHAMBO Malaika,Female,Germany,Germany,Athletics,Women's Long Jump,1994-02-03,1920175,true
2024-08-08,Bronze Medal,3.0,MOORE Jasmine,Female,United States of America,United States of America,Athletics,Women's Long Jump,2001-05-01,1965250,true
2024-08-08,Gold Medal,1.0,DUSMATOV Hasanboy,Male,Uzbekistan,Uzbekistan,Boxing,Men's 51kg,1993-06-24,1556045,true
2024-08-08,Silver Medal,2.0,BENNAMA Billal,Male,France,France,Boxing,Men's 51kg,1998-06-14,1879110,true
2024-08-08,Bronze Medal,3.0,SENIOR Charlie,Male,Australia,Australia,Boxing,Men's 57kg,2001-11-20,1940136,true
2024-08-08,Bronze Medal,3.0,IBANEZ DIAZ Javier,Male,Bulgaria,Bulgaria,Boxing,Men's 57kg,1996-07-14,1555185,true
2024-08-08,Gold Medal,1.0,CHANG Yuan,Female,People's Republic of China,People's Republic of China,Boxing,Women's 54kg,1997-06-24,1926832,true
2024-08-08,Silver Medal,2.0,AKBAS Hatice,Female,Türkiye,Türkiye,Boxing,Women's 54kg,2001-06-24,1568186,true
2024-08-08,Bronze Medal,3.0,PARKER Caitlin,Female,Australia,Australia,Boxing,Women's 75kg,1996-04-17,1940134,true
2024-08-08,Bronze Medal,3.0,DJANKEU NGAMBA Cindy Winner,Female,Refugee Olympic Team,Cameroon,Boxing,Women's 75kg,1998-09-07,1894537,true
2024-08-08,Gold Medal,1.0,THOMAS Benjamin,Male,France,France,Cycling Track,Men's Omnium,1995-09-12,1895717,true
2024-08-08,Silver Medal,2.0,LEITAO Iuri,Male,Portugal,Portugal,Cycling Track,Men's Omnium,1998-07-03,1933816,true
2024-08-08,Bronze Medal,3.0,van den BOSSCHE Fabio,Male,Belgium,Belgium,Cycling Track,Men's Omnium,2000-09-21,1915370,true
2024-08-08,Gold Medal,1.0,ANDREWS Ellesse,Female,New Zealand,New Zealand,Cycling Track,Women's Keirin,1999-12-31,1945040,true
2024-08-08,Silver Medal,2.0,van de WOUW Hetty,Female,Netherlands,Netherlands,Cycling Track,Women's Keirin,1998-05-29,1969180,true
2024-08-08,Bronze Medal,3.0,FINUCANE Emma,Female,Great Britain,Great Britain,Cycling Track,Women's Keirin,2002-12-22,1912522,true
2024-08-08,Gold Medal,1.0,XIE Siyi,Male,People's Republic of China,People's Republic of China,Diving,Men's 3m Springboard,1996-03-28,1901550,true
2024-08-08,Silver Medal,2.0,WANG Zongyuan,Male,People's Republic of China,People's Republic of China,Diving,Men's 3m Springboard,2001-10-24,1901549,true
2024-08-08,Bronze Medal,3.0,OLVERA IBARRA Osmar,Male,Mexico,Mexico,Diving,Men's 3m Springboard,2004-06-05,1535349,true
2024-08-08,Gold Medal,1.0,van ROUWENDAAL Sharon,Female,Netherlands,Netherlands,Marathon Swimming,Women's 10km,1993-09-09,1972515,true
2024-08-08,Silver Medal,2.0,JOHNSON Moesha,Female,Australia,Australia,Marathon Swimming,Women's 10km,1997-09-19,1945588,true
2024-08-08,Bronze Medal,3.0,TADDEUCCI Ginevra,Female,Italy,Italy,Marathon Swimming,Women's 10km,1997-05-03,1925804,true
2024-08-08,Gold Medal,1.0,ALDRIDGE Eleanor,Female,Great Britain,Great Britain,Sailing,Women's Kite,1996-12-29,1899728,true
2024-08-08,Silver Medal,2.0,NOLOT Lauriane,Female,France,France,Sailing,Women's Kite,1998-12-09,1559512,true
2024-08-08,Bronze Medal,3.0,LAMMERTS Annelous,Female,Netherlands,Netherlands,Sailing,Women's Kite,1993-11-01,1970517,true
2024-08-08,Gold Medal,1.0,LEONARDO Veddriq,Male,Indonesia,Indonesia,Sport Climbing,Men's Speed,1997-03-11,1940329,true
2024-08-08,Silver Medal,2.0,WU Peng,Male,People's Republic of China,People's Republic of China,Sport Climbing,Men's Speed,2002-10-15,1913699,true
2024-08-08,Bronze Medal,3.0,WATSON Sam,Male,United States of America,United States of America,Sport Climbing,Men's Speed,2006-02-27,1950309,true
2024-08-08,Gold Medal,1.0,RASHITOV Ulugbek,Male,Uzbekistan,Uzbekistan,Taekwondo,Men -68kg,2002-03-23,1887714,true
2024-08-08,Silver Medal,2.0,KAREEM Zaid,Male,Jordan,Jordan,Taekwondo,Men -68kg,2001-06-19,1537401,true
2024-08-08,Bronze Medal,3.0,LIANG Yushuai,Male,People's Republic of China,People's Republic of China,Taekwondo,Men -68kg,2000-09-10,1910367,true
2024-08-08,Bronze Medal,3.0,PONTES Edival,Male,Brazil,Brazil,Taekwondo,Men -68kg,1997-10-11,1955815,true
2024-08-08,Gold Medal,1.0,KIM Yujin,Female,Republic of Korea,Republic of Korea,Taekwondo,Women -57kg,2000-10-17,1904038,true
2024-08-08,Silver Medal,2.0,KIYANICHANDEH Nahid,Female,Islamic Republic of Iran,Islamic Republic of Iran,Taekwondo,Women -57kg,1998-08-01,1536067,true
2024-08-08,Bronze Medal,3.0,PARK Skylar,Female,Canada,Canada,Taekwondo,Women -57kg,1999-06-06,1966505,true
2024-08-08,Bronze Medal,3.0,KIMIA Alizadeh,Female,Bulgaria,Bulgaria,Taekwondo,Women -57kg,1998-07-10,2493835,true
2024-08-08,Gold Medal,1.0,JUNIANSYAH Rizki,Male,Indonesia,Indonesia,Weightlifting,Men's 73kg,2003-06-17,1941786,true
2024-08-08,Silver Medal,2.0,WICHUMA Weeraphon,Male,Thailand,Thailand,Weightlifting,Men's 73kg,2004-08-10,1898067,true
2024-08-08,Bronze Medal,3.0,ANDREEV Bozhidar Dimitrov,Male,Bulgaria,Bulgaria,Weightlifting,Men's 73kg,1997-01-17,1902787,true
2024-08-08,Gold Medal,1.0,LUO Shifang,Female,People's Republic of China,People's Republic of China,Weightlifting,Women's 59kg,2001-04-02,1918379,true
2024-08-08,Silver Medal,2.0,CHARRON Maude,Female,Canada,Canada,Weightlifting,Women's 59kg,1993-04-28,1965815,true
2024-08-08,Bronze Medal,3.0,KUO Hsing-Chun,Female,Chinese Taipei,Chinese Taipei,Weightlifting,Women's 59kg,1993-11-26,1569563,true
2024-08-08,Gold Medal,1.0,ESMAEILI LEIVESI Saeid,Male,Islamic Republic of Iran,Islamic Republic of Iran,Wrestling,Men's Greco-Roman 67kg,2003-07-15,1544928,true
2024-08-08,Silver Medal,2.0,NASIBOV Parviz,Male,Ukraine,Ukraine,Wrestling,Men's Greco-Roman 67kg,1998-08-18,1550119,true
2024-08-08,Bronze Medal,3.0,JAFAROV Hasrat,Male,Azerbaijan,Azerbaijan,Wrestling,Men's Greco-Roman 67kg,2002-10-05,1981760,true
2024-08-08,Bronze Medal,3.0,ORTA SANCHEZ Luis Alberto,Male,Cuba,Cuba,Wrestling,Men's Greco-Roman 67kg,1994-08-22,1571498,true
2024-08-08,Gold Medal,1.0,NOVIKOV Semen Sergeevich,Male,Bulgaria,Bulgaria,Wrestling,Men's Greco-Roman 87kg,1997-12-11,1559471,true
2024-08-08,Silver Medal,2.0,MOHMADIPIANI Alireza,Male,Islamic Republic of Iran,Islamic Republic of Iran,Wrestling,Men's Greco-Roman 87kg,2002-10-30,1544880,true
2024-08-08,Bronze Medal,3.0,BELENIUK Zhan,Male,Ukraine,Ukraine,Wrestling,Men's Greco-Roman 87kg,1991-01-24,1550116,true
2024-08-08,Bronze Medal,3.0,BISULTANOV Turpal Ali,Male,Denmark,Denmark,Wrestling,Men's Greco-Roman 87kg,2001-10-14,1879518,true
2024-08-08,Gold Medal,1.0,FUJINAMI Akari,Female,Japan,Japan,Wrestling,Women's Freestyle 53kg,2003-11-11,1939711,true
2024-08-08,Silver Medal,2.0,YEPEZ GUZMAN Lucia Yamileth,Female,Ecuador,Ecuador,Wrestling,Women's Freestyle 53kg,2001-02-18,1960228,true
2024-08-08,Bronze Medal,3.0,CHOE Hyo Gyong,Female,Democratic People's Republic of Korea,Democratic People's Republic of Korea,Wrestling,Women's Freestyle 53kg,2000-05-10,1980149,true
2024-08-08,Bronze Medal,3.0,PANG Qianyu,Female,People's Republic of China,People's Republic of China,Wrestling,Women's Freestyle 53kg,1996-11-13,1920006,true
2024-08-09,Gold Medal,1.0,BENJAMIN Rai,Male,United States of America,United States of America,Athletics,Men's 400m Hurdles,1997-07-27,1960684,true
2024-08-09,Silver Medal,2.0,WARHOLM Karsten,Male,Norway,Norway,Athletics,Men's 400m Hurdles,1996-02-28,1894095,true
2024-08-09,Bronze Medal,3.0,dos SANTOS Alison,Male,Brazil,Brazil,Athletics,Men's 400m Hurdles,2000-06-03,1951913,true
2024-08-09,Gold Medal,1.0,DIAZ FORTUN Jordan Alejandro,Male,Spain,Spain,Athletics,Men's Triple Jump,2001-02-23,1904099,true
2024-08-09,Silver Medal,2.0,PICHARDO Pedro,Male,Portugal,Portugal,Athletics,Men's Triple Jump,1993-06-30,1938792,true
2024-08-09,Bronze Medal,3.0,DIAZ HERNANDEZ Andy,Male,Italy,Italy,Athletics,Men's Triple Jump,1995-12-25,1552375,true
2024-08-09,Gold Medal,1.0,CHEBET Beatrice,Female,Kenya,Kenya,Athletics,"Women's 10,000m",2000-03-05,1910560,true
2024-08-09,Silver Medal,2.0,BATTOCLETTI Nadia,Female,Italy,Italy,Athletics,"Women's 10,000m",2000-04-12,1552305,true
2024-08-09,Bronze Medal,3.0,HASSAN Sifan,Female,Netherlands,Netherlands,Athletics,"Women's 10,000m",1993-01-01,1972105,true
2024-08-09,Gold Medal,1.0,PAULINO Marileidy,Female,Dominican Republic,Dominican Republic,Athletics,Women's 400m,1996-10-25,1899666,true
2024-08-09,Silver Medal,2.0,NASER Salwa Eid,Female,Bahrain,Bahrain,Athletics,Women's 400m,1998-05-23,1915338,true
2024-08-09,Bronze Medal,3.0,KACZMAREK Natalia,Female,Poland,Poland,Athletics,Women's 400m,1998-01-17,1573098,true
2024-08-09,Gold Medal,1.0,OGUNLEYE Yemisi,Female,Germany,Germany,Athletics,Women's Shot Put,1998-10-03,1920183,true
2024-08-09,Silver Medal,2.0,WESCHE Maddison-Lee,Female,New Zealand,New Zealand,Athletics,Women's Shot Put,1999-06-13,1926695,true
2024-08-09,Bronze Medal,3.0,SONG Jiayuan,Female,People's Republic of China,People's Republic of China,Athletics,Women's Shot Put,1997-09-15,1919065,true
2024-08-09,Gold Medal,1.0,MUYDINKHUJAEV Asadkhuja,Male,Uzbekistan,Uzbekistan,Boxing,Men's 71kg,2001-05-08,1556797,true
2024-08-09,Silver Medal,2.0,VERDE ALVAREZ Marco Alonso,Male,Mexico,Mexico,Boxing,Men's 71kg,2002-02-11,1535187,true
2024-08-09,Gold Medal,1.0,MULLOJONOV Lazizbek,Male,Uzbekistan,Uzbekistan,Boxing,Men's 92kg,1999-05-13,1556860,true
2024-08-09,Silver Medal,2.0,ALFONSO DOMINGUEZ Loren Berto,Male,Azerbaijan,Azerbaijan,Boxing,Men's 92kg,1995-07-28,1972343,true
2024-08-09,Gold Medal,1.0,WU Yu,Female,People's Republic of China,People's Republic of China,Boxing,Women's 50kg,1995-01-13,1926833,true
2024-08-09,Silver Medal,2.0,CAKIROGLU Buse Naz,Female,Türkiye,Türkiye,Boxing,Women's 50kg,1996-05-26,1568182,true
2024-08-09,Gold Medal,1.0,KHELIF Imane,Female,Algeria,Algeria,Boxing,Women's 66kg,1999-05-02,1540353,true
2024-08-09,Silver Medal,2.0,YANG Liu,Female,People's Republic of China,People's Republic of China,Boxing,Women's 66kg,1992-05-20,1926827,true
2024-08-09,Gold Medal,1.0,AMI,Female,Japan,Japan,Breaking,B-Girls,1998-12-11,1953038,true
2024-08-09,Silver Medal,2.0,NICKA,Female,Lithuania,Lithuania,Breaking,B-Girls,2007-06-08,1924559,true
2024-08-09,Bronze Medal,3.0,671,Female,People's Republic of China,People's Republic of China,Breaking,B-Girls,2005-10-19,1909907,true
2024-08-09,Gold Medal,1.0,FUKSA Martin,Male,Czechia,Czechia,Canoe Sprint,Men's Canoe Single 1000m,1993-04-30,1878716,true
2024-08-09,Silver Medal,2.0,QUEIROZ Isaquias,Male,Brazil,Brazil,Canoe Sprint,Men's Canoe Single 1000m,1994-01-03,1952595,true
2024-08-09,Bronze Medal,3.0,TARNOVSCHI Serghei,Male,Republic of Moldova,Republic of Moldova,Canoe Sprint,Men's Canoe Single 1000m,1997-06-24,1550295,true
2024-08-09,Gold Medal,1.0,LAVREYSEN Harrie,Male,Netherlands,Netherlands,Cycling Track,Men's Sprint,1997-03-14,1969182,true
2024-08-09,Silver Medal,2.0,RICHARDSON Matthew,Male,Australia,Australia,Cycling Track,Men's Sprint,1999-04-17,1940263,true
2024-08-09,Bronze Medal,3.0,CARLIN Jack,Male,Great Britain,Great Britain,Cycling Track,Men's Sprint,1997-04-23,1912515,true
2024-08-09,Gold Medal,1.0,CHEN Yiwen,Female,People's Republic of China,People's Republic of China,Diving,Women's 3m Springboard,1999-06-15,1901538,true
2024-08-09,Silver Medal,2.0,KEENEY Maddison,Female,Australia,Australia,Diving,Women's 3m Springboard,1996-05-23,1940414,true
2024-08-09,Bronze Medal,3.0,CHANG Yani,Female,People's Republic of China,People's Republic of China,Diving,Women's 3m Springboard,2001-12-07,1901539,true
2024-08-09,Gold Medal,1.0,RASOVSZKY Kristof,Male,Hungary,Hungary,Marathon Swimming,Men's 10km,1997-03-27,1909030,true
2024-08-09,Silver Medal,2.0,KLEMET Oliver,Male,Germany,Germany,Marathon Swimming,Men's 10km,2002-03-18,1907234,true
2024-08-09,Bronze Medal,3.0,BETLEHEM David,Male,Hungary,Hungary,Marathon Swimming,Men's 10km,2003-09-04,1902450,true
2024-08-09,Gold Medal,1.0,BONTUS Valentin,Male,Austria,Austria,Sailing,Men's Kite,2001-02-01,1566437,true
2024-08-09,Silver Medal,2.0,VODISEK Toni,Male,Slovenia,Slovenia,Sailing,Men's Kite,2000-06-07,1981549,true
2024-08-09,Bronze Medal,3.0,MAEDER Maximilian,Male,Singapore,Singapore,Sailing,Men's Kite,2006-09-12,1535852,true
2024-08-09,Gold Medal,1.0,ROBERTS Toby,Male,Great Britain,Great Britain,Sport Climbing,Men's Boulder & Lead,2005-03-15,1544218,true
2024-08-09,Silver Medal,2.0,ANRAKU Sorato,Male,Japan,Japan,Sport Climbing,Men's Boulder & Lead,2006-11-14,1892022,true
2024-08-09,Bronze Medal,3.0,SCHUBERT Jakob,Male,Austria,Austria,Sport Climbing,Men's Boulder & Lead,1990-12-31,1560677,true
2024-08-09,Gold Medal,1.0,KATOUSSI Firas,Male,Tunisia,Tunisia,Taekwondo,Men -80kg,1995-09-06,1947737,true
2024-08-09,Silver Medal,2.0,BARKHORDARI Mehran,Male,Islamic Republic of Iran,Islamic Republic of Iran,Taekwondo,Men -80kg,2000-07-26,1536058,true
2024-08-09,Bronze Medal,3.0,ALESSIO Simone,Male,Italy,Italy,Taekwondo,Men -80kg,2000-04-14,1929685,true
2024-08-09,Bronze Medal,3.0,HRNIC Edi,Male,Denmark,Denmark,Taekwondo,Men -80kg,2003-12-26,1914832,true
2024-08-09,Gold Medal,1.0,MARTON Viviana,Female,Hungary,Hungary,Taekwondo,Women -67kg,2006-02-16,1572318,true
2024-08-09,Silver Medal,2.0,PERISIC Aleksandra,Female,Serbia,Serbia,Taekwondo,Women -67kg,2002-07-02,1956372,true
2024-08-09,Bronze Medal,3.0,TEACHOUT Kristina,Female,United States of America,United States of America,Taekwondo,Women -67kg,2005-09-13,1930773,true
2024-08-09,Bronze Medal,3.0,CHAARI Sarah,Female,Belgium,Belgium,Taekwondo,Women -67kg,2005-05-02,1903284,true
2024-08-09,Gold Medal,1.0,NASAR Karlos May,Male,Bulgaria,Bulgaria,Weightlifting,Men's 89kg,2004-05-12,1903011,true
2024-08-09,Silver Medal,2.0,LOPEZ Yeison,Male,Colombia,Colombia,Weightlifting,Men's 89kg,1999-09-01,1543506,true
2024-08-09,Bronze Medal,3.0,PIZZOLATO Antonino,Male,Italy,Italy,Weightlifting,Men's 89kg,1996-08-20,1568724,true
2024-08-09,Gold Medal,1.0,REEVES Olivia,Female,United States of America,United States of America,Weightlifting,Women's 71kg,2003-04-19,1917154,true
2024-08-09,Silver Medal,2.0,SANCHEZ Mari Leivis,Female,Colombia,Colombia,Weightlifting,Women's 71kg,1991-10-08,1543509,true
2024-08-09,Bronze Medal,3.0,PALACIOS DAJOMES Angie Paola,Female,Ecuador,Ecuador,Weightlifting,Women's 71kg,2000-09-12,1940300,true
2024-08-09,Gold Medal,1.0,HIGUCHI Rei,Male,Japan,Japan,Wrestling,Men's Freestyle 57kg,1996-01-28,1939714,true
2024-08-09,Silver Medal,2.0,LEE Spencer Richard,Male,United States of America,United States of America,Wrestling,Men's Freestyle 57kg,1998-10-14,1955415,true
2024-08-09,Bronze Medal,3.0,AMAN Aman,Male,India,India,Wrestling,Men's Freestyle 57kg,2003-07-16,1931496,true
2024-08-09,Bronze Medal,3.0,ABDULLAEV Gulomjon,Male,Uzbekistan,Uzbekistan,Wrestling,Men's Freestyle 57kg,1998-11-11,1562157,true
2024-08-09,Gold Medal,1.0,RAMAZANOV Magomed Eldarovitch,Male,Bulgaria,Bulgaria,Wrestling,Men's Freestyle 86kg,1993-05-22,1556873,true
2024-08-09,Silver Medal,2.0,YAZDANICHARATI Hassan,Male,Islamic Republic of Iran,Islamic Republic of Iran,Wrestling,Men's Freestyle 86kg,1994-12-26,1544803,true
2024-08-09,Bronze Medal,3.0,BROOKS Aaron Marquel,Male,United States of America,United States of America,Wrestling,Men's Freestyle 86kg,2000-06-15,1955300,true
2024-08-09,Bronze Medal,3.0,KURUGLIEV Dauren,Male,Greece,Greece,Wrestling,Men's Freestyle 86kg,1992-07-12,1963800,true
2024-08-09,Gold Medal,1.0,SAKURAI Tsugumi,Female,Japan,Japan,Wrestling,Women's Freestyle 57kg,2001-09-03,1939710,true
2024-08-09,Silver Medal,2.0,NICHITA Anastasia,Female,Republic of Moldova,Republic of Moldova,Wrestling,Women's Freestyle 57kg,1999-02-19,1572203,true
2024-08-09,Bronze Medal,3.0,MAROULIS Helen Louise,Female,United States of America,United States of America,Wrestling,Women's Freestyle 57kg,1991-09-19,1955426,true
2024-08-09,Bronze Medal,3.0,HONG Kexin,Female,People's Republic of China,People's Republic of China,Wrestling,Women's Freestyle 57kg,2003-01-06,1920010,true
2024-08-10,Gold Medal,1.0,INGEBRIGTSEN Jakob,Male,Norway,Norway,Athletics,Men's 5000m,2000-09-19,1898250,true
2024-08-10,Silver Medal,2.0,KWEMOI Ronald,Male,Kenya,Kenya,Athletics,Men's 5000m,1995-09-19,1963077,true
2024-08-10,Bronze Medal,3.0,FISHER Grant,Male,United States of America,United States of America,Athletics,Men's 5000m,1997-04-22,1960959,true
2024-08-10,Gold Medal,1.0,WANYONYI Emmanuel,Male,Kenya,Kenya,Athletics,Men's 800m,2004-08-01,1910412,true
2024-08-10,Silver Medal,2.0,AROP Marco,Male,Canada,Canada,Athletics,Men's 800m,1998-09-20,1974048,true
2024-08-10,Bronze Medal,3.0,SEDJATI Djamel,Male,Algeria,Algeria,Athletics,Men's 800m,1999-05-03,1963520,true
2024-08-10,Gold Medal,1.0,KERR Hamish,Male,New Zealand,New Zealand,Athletics,Men's High Jump,1996-08-17,1926713,true
2024-08-10,Silver Medal,2.0,McEWEN Shelby,Male,United States of America,United States of America,Athletics,Men's High Jump,1996-04-06,1965306,true
2024-08-10,Bronze Medal,3.0,BARSHIM Mutaz Essa,Male,Qatar,Qatar,Athletics,Men's High Jump,1991-06-24,1566681,true
2024-08-10,Gold Medal,1.0,TOLA Tamirat,Male,Ethiopia,Ethiopia,Athletics,Men's Marathon,1991-08-11,1901284,true
2024-08-10,Silver Medal,2.0,ABDI Bashir,Male,Belgium,Belgium,Athletics,Men's Marathon,1989-02-10,1942753,true
2024-08-10,Bronze Medal,3.0,KIPRUTO Benson,Male,Kenya,Kenya,Athletics,Men's Marathon,1991-03-17,1910555,true
2024-08-10,Gold Medal,1.0,RUSSELL Masai,Female,United States of America,United States of America,Athletics,Women's 100m Hurdles,2000-06-17,1960169,true
2024-08-10,Silver Medal,2.0,SAMBA-MAYELA Cyrena,Female,France,France,Athletics,Women's 100m Hurdles,2000-10-31,1911932,true
2024-08-10,Bronze Medal,3.0,CAMACHO-QUINN Jasmine,Female,Puerto Rico,United States of America,Athletics,Women's 100m Hurdles,1996-08-21,1537183,true
2024-08-10,Gold Medal,1.0,KIPYEGON Faith,Female,Kenya,Kenya,Athletics,Women's 1500m,1994-01-10,1910451,true
2024-08-10,Silver Medal,2.0,HULL Jessica,Female,Australia,Australia,Athletics,Women's 1500m,1996-10-22,1939795,true
2024-08-10,Bronze Medal,3.0,BELL Georgia,Female,Great Britain,Great Britain,Athletics,Women's 1500m,1993-10-17,1956840,true
2024-08-10,Gold Medal,1.0,KITAGUCHI Haruka,Female,Japan,Japan,Athletics,Women's Javelin Throw,1998-03-16,1919914,true
2024-08-10,Silver Medal,2.0,van DYK Jo-Ane,Female,South Africa,South Africa,Athletics,Women's Javelin Throw,1997-10-03,1981085,true
2024-08-10,Bronze Medal,3.0,OGRODNIKOVA Nikola,Female,Czechia,Czechia,Athletics,Women's Javelin Throw,1990-08-18,1892137,true
